	comment	0
304	非常好。不知不觉就成了米粉，家里亲朋好友手机都是清一色小米，这次趁便宜又入了小米电视，性价比超高，质量也不错，老爸特别满意。小米的客服和售后态度也超级好，五分好评支持一下。	正面
305	非常好的电视 虽然没用过小米的产品 但是电视机买后的售后和质量还是杠杠的 按键也很灵敏	正面
306	非常好还特别轻	正面
307	非常满意，快递员态度也特别好。	正面
308	非常满意，收到货的时候看见屏幕有两条线，联系客服马上发货给换一台新的。非常满意的一次购物	正面
309	非常满意，特别是物流速度，昨天下午下单今天早上五点多就到了，太给力了！	正面
310	非常实惠的价格，画面也清晰，超值	正面
311	非常完美的一次购物，性价比超高！划算！快递很给力，阿里巴巴客服还提前确认送货时间，送货饿还当面拆开验货！	正面
312	服务态度好，速度快，产品不错	正面
313	感觉不错   毕竟便宜   不能要求太高   画质不是太好   但完全可以接受   快递也快    服务态度很好   总体来说还是非常满意的	负面
314	感觉不错，服务也不错，试用先	正面
315	感觉不错，很好用，方便智能，值得购买！	正面
316	感觉不错哈	正面
317	感觉还不错诶，这个价格蛮划算了性价比高的，用一段时间再过来追评	正面
318	感觉买了个平板电脑，画质差，广告多，有时候还出现花屏，过了七天就不给退货了，很廉价的东西，六一期间连续降价，保价一个月也是骗人的，上当受骗了，不给退货，不建议大家购买。	负面
319	刚刚安好，试机效果不错	正面
320	刚刚使用，感觉还可以，希望质量也可以吧，总之给个好评嘛，都是做生意的，不容易，也多评价几个字嘛，这样对大家都好。	正面
321	刚刚收到货，货物完好，物流也快，再接下来就看看电视的播放质量了，好用的话再追评	负面
322	刚买完不久就降100，有点不能接受。其他挺好，买的第三台4a	负面
323	刚拍 等追评。	正面
324	刚收到，就装起来了，感觉挺实惠的，画面也挺好清晰版	正面
325	刚收到，看了一小时，画质还行，也流畅，不卡，毕竟价格便宜，过些时候看看再讲！小米电视第一次尝试！点个赞！物流也负责，快捷！	正面
326	刚收到不会弄，老是放不出来，卡得要命，广告多，要下载，联系客服也找不到售后服务，不过现在好多了	负面
327	高清，挺好	正面
328	搞活动囤货，每次618.双11的活动价格确实便宜不少	负面
329	给爸妈买的 还可以吧 物流特别给力	正面
330	给爸妈买的，刚开始打开的时候画面好模糊，还以为分辨率太差了。后来发现要手机注册才可以看超清画质，超清的还不错。现在速度挺快的，，不知道用久了怎么样	正面
331	给爸妈买的，我还没有看到，等过几天回去看下怎么样，到时候在来追评，毕竟是小米大牌子的，应该错不了，物流还挺快的，送货的小哥也很负责，一再的跟我确认地址生怕送错，好评	负面
332	给父母买的，打开试了下，超级给力！过几天给送回去	正面
333	给父母买的，就是有一点不好，好多电视都收费	负面
334	给家里老爷子买的。没有回家去看，电话里说的小米电视特别好。身边邻居也想要呢！太赞了！	正面
335	给家里买的，反馈说还不错	正面
336	给老爸买的！还没看到！相信小米，支持小米！好评！	正面
337	给老公买的，老公在福建上班，之前的电视休战了，在网上挑了好久，老公说海信电视可以他想要买海信，我说我给他挑，我和老公用的手机都是小米的，我就给挑了小米电视，抱着试试看的状态，老公说刚开始收到电视开机的时候，感觉那个画面很假，像画上去的那种，本来我想去找客服的，之后开机越来越久，越来越清晰就，正常了，我就没有去找客服了。老公说看了一段时间电视可以！	负面
338	给老家父母买的，非常好，画质清晰，满足老家的需要，父母很满意，效果很好，包装很好，无一点破损挤压，很满意的一次网购，物流很快，服务态度很好，支持国产品牌！永远相信，美好的事情即将发生！	正面
339	给老人家看的还不错	正面
340	给老一辈人买的，很不错。第二天就送到了，同城相当的快。清晰度确实不是太高，32寸的4k高清屏，我实在是没找到。设置一下，难度也不高，基本很快就搞定了。总体来说，一次满意的购物吧。	负面
341	给力，0点下单，早上就派送了	正面
342	给妈妈买的，没有看到实物，妈妈说挺好的，应该不错！	正面
343	给妈妈买的，目前没问题，画质不是特别清楚	负面
344	给奶奶房间装了一台 挺不错 操作起来简单方便	正面
345	给奶奶买的 还没送过去  后期追评	正面
346	给外婆买的，感觉买小了，想换个大的，但是安装好了难得回来一趟帮外婆安装，要换的话感觉比较麻烦就没换了，建议买大一点的！！！	负面
347	给卧室换了个空调，总体来说不错哦，老婆非常满意，智能电视播放下分给力，还可以投屏，虽然小尺寸但卧室够用，就是没有语音输入，其它一切OK，五星好评。	负面
348	功能正常，总体不错	负面
349	观看效果，分两种，1收费的2有广告时间60秒，	正面
350	广告好多，电影大都需要会员，电视分辨率低，看多了头晕，遥控器有些不灵，果然便宜是有道理的&hellip;&hellip;	负面
351	哈哈，非常棒，刚连上wifi，放着孩子最喜欢看的猪猪侠，别提多开心了，这个价格物有所值！孩子超喜欢，就是看孩子天天看手机，担心看坏眼睛，所以特意买了个网络电视！物流特别给力！赞一个！	正面
352	还不错	正面
353	还不错 很清晰	正面
354	还不错 用网络图片比用 有线清晰度好点  家里老人用的 用的有线  就是每次开机都要点AV加载有线 不方便  因为老年人不会点  以前的老电视机 设置好  每次打开都直接搞好的	负面
355	还不错，安装简单，也还算清晰，就是播放时声音自己就突然大了	负面
356	还不错，安装也容易都是自己装的！	正面
357	还不错，很清晰。连上wifi就能用，物流也很好开箱验机后屏幕是好的才签收的	正面
358	还不错，就是看上去有点单薄，希望可以多用几年吧。	负面
359	还不错，就是太小了。	负面
360	还不错，清晰，便宜，互联网电视，使用家里的wifi就能用。	正面
361	还不错，体积轻薄，画质清晰，虽然刚开机时会感觉有点模糊，但后期会正常的，决定买的时候有点担心，会不会有什么问题，收到的时候还是满意的，不知道可以用多久，目前是很不错的哦	负面
362	还不错，唯一不足就是分辨率不支持720p	负面
363	还不错，物有所值！	正面
364	还不错，性能速度也蛮快的。	正面
365	还不错，这个价格可以买到很好了	正面
366	还不错啊价格还算可以	正面
367	还不错吧！就是不知道能用多久	负面
368	还行，画面不错！	正面
369	还行，就是不支持软件开机自启。。。	负面
370	还可以	正面
371	还可以  挺便宜的  哈哈哈哈哈哈哈哈哈	正面
372	还可以！客服服务态度很好！	正面
373	还可以，其实挺清晰的，手机像素不好，没拍出效果，买来小孩子看动画片的！大小尺寸刚好，性价比高！安装简单就装一下底座，拧四个螺丝，但是自攻螺丝拧起来特别费劲，怕一劲把拼命给挤破了！	负面
374	还可以，希望耐用，	负面
375	还可以，用一段时间在追评	正面
376	还可以。  不知道是否耐用？	正面
377	还可以吧	正面
378	还可以吧，通电联网就可以用了，价格也可以，安装方便！	负面
379	还没开机，搬家了再试	负面
380	还没开用，用了在来评价	正面
381	还没用，这个价格很值，回头用了再追评	正面
382	还没有试用呢 应该可以	正面
383	还没有用，用了再来评价	负面
384	还是不错的   呵呵哈哈哈哈哈哈哈哈哈哈哈哈哈  shxhejzjxgnsjxgndjxjvngjsjznxn	正面
385	好！物有所值。画质和声频都不错。	正面
386	好，很好，非常好	正面
387	好，价格实惠。	正面
388	好，有点出乎意料	负面
389	好很好非常好	正面
390	好平时给安装师傅的，工作认真，服务态度很好，谢谢！	正面
391	好评，不知道这么看TVB的连续剧，谁告之下，可以会员	负面
392	好评，很不错很不错，值得购买	正面
393	好评，很清晰，希望能看很多年	正面
394	好评，买给爷爷的，挺不错。	正面
395	好评，送货上门，收到通电，正常。	正面
396	好评，性价比很高，特别推荐。	正面
397	好评五分，商家服务态度好，快递速度快	正面
398	好像清晰度不是太高。其他挺好的	负面
399	好用高清	正面
400	和实体店买的一样效果挺好的 还是挺相信这家店铺买的东西吧，买给老人家看的还是挺实在，又挺不错的，价格也不贵- - 很实惠很喜欢~	正面
401	很棒，小米真的改变了生活，32寸，小卧室专用，物美价廉，操作挺流畅的，爸妈都说好，有点广告是正常的，以前没网络电视的时候，那5分钟10分钟的广告你是怎么忍受过来的，况且这广告质量还可以，没有假药保健品不孕不育等有线直播上让人恶心的广告，清晰度嘛虽说一分价钱一分货，但是看电视绝对够用，需要真4K就加钱啊	负面
402	很不错	正面
403	很不错 很清晰	正面
404	很不错!挺实惠，画面也很清晰，也什么问题!五分好评!	正面
405	很不错，价格便宜，质量还不错，重点是智能机，分辨率也不错，物有所值，几百块钱的东西，值	正面
406	很不错，就是看着不结实，不知道耐用不	正面
407	很不错，信赖小米，支持一下，棒棒哒???	正面
408	很不错。。。。。。。	正面
409	很不错?	正面
410	很不错的互联网电视机，免去用机顶盒了，直接链接网络就能收看到电视，无论是画面，音效都很棒，还能连手机，总之功能很多，服务也很周到，送货上门，还当面开箱验货，确认开机正常再验收。小米电视机正不错，赞一个。	正面
411	很大，很满意开始以为只有电脑那么大，就是不知道容不容易坏？	负面
412	很大～画面很好～唯一的缺点就是居然是不配高清线的，可能是我误解了，一般都是配高清线的～电视机的自带音量就很大了，不需要额外添加音响，还能看电视，舒服～	负面
413	很好 非常方便安装 物流第二天就到了 而且价格也很不错！	正面
414	很好 很清晰	正面
415	很好！刚刚好尺寸，价格实惠，搞活动时买的，孩子超级喜欢看的，家里买的一个超大的55寸的，又买了这个32寸的，画面清楚，智能联网，操作方便，真正的米粉！有需要还来！	负面
416	很好，不错，但是有点细	负面
417	很好，插上网线可以看很多电视电影，但不能看卫视直播	正面
418	很好，父母很满意。。	正面
419	很好，搞活动买很划算	正面
420	很好，给儿子卖的，	正面
421	很好，很适合老人用！非常喜欢！希望可以用的久一点！	正面
422	很好，就是小米系列配件有点少	正面
423	很好，送给奶奶爷爷，给他们看花鼓戏的，嘻嘻嘻，他们还骂了我一顿，说我浪费钱，哈哈	正面
424	很好，速度也很快。	正面
425	很好，挺不错的，物超所值，就是老年人使用，有些不会用，慢慢习惯就好了	负面
426	很好，物流态度也好	负面
427	很好，小米的电视，想都没想就下单了。收到发现电视是智能的，这么便宜能买到一台智能的电视，这是喜出望外。看了几天，非常满意。	正面
428	很好的网络电视机，试看过了，很满意，服务也很好，值得信赖。	正面
429	很好的一次购物体验。电视很好，可以连接WiFi，面质很清晰。性价比很高的一款电视。大家可以放心买。很好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好	正面
430	很好哦价钱又实惠	正面
431	很划算啊，价格超级划算	正面
432	很满意。很清楚 小米真的是国产良心好货 很好	正面
433	很满意的网购，物流产品都无话可说。电视分辨率很好，画面清晰。特地看了很久才来评论的，小米还是可以信任的。加油！	正面
434	很飘逸，外层网纱上有纯手工缝制的精致立体花朵刺绣，很仙！  内里镂空背心裙让你的性感不失柔美气氛！  一种若有若无的羞涩，一种含苞待放的温柔，一种期待已久的相见，  上身效果美炸了！  自带仙气的款 非常的浪漫！在这个夏天穿着出街不会显得沉闷~  很提气质，又会很显皮肤白皙！	正面
435	很轻很轻很轻！色彩各方面也不错！不需要买盒子直接连接网络就有电视。配有底座。能否以后可以配备挂座（加钱也可以），主要方便我们嘛！谢谢雷总，谢谢小二！	负面
436	很清楚，这个尺寸蛮好，很满意的一次购物	正面
437	很清晰	正面
438	很失败的一次网购，从此不会在买小米的东西了。	正面
439	画面，音质都不错，性价比不错，东西收到了，物流挺快的，包装完整，看了下，没问题，，非常喜欢，物美价廉，五分好评，有需要还来，。客服服务也不错，，非常满意！！	正面
440	画面，音质还可以。电视总体不错，就是电子发票迟迟没到。	负面
441	画面清晰，不错	正面
442	画面清晰，物流快，看起来是正品，但愿能用时间长点	正面
443	画面清晰度还好，质量怎么样没用还不清楚，安装也简单，其他完美！	负面
444	画质清晰，618大促销买的，价格非常实惠。	负面
445	画质一般不过对的起这个价格，就是安装麻烦还要另外给150的安装费，这个可以在买电视直接体现呀，现在家里还没电视柜先将就放着了了	负面
446	活动购买，性价比高，一直都是在小米买的电视，满意，支持国产，支持淘宝，都是在淘宝网购。专一。	正面
447	活动买的非常便宜  画面很清晰  活动价格很划算的 也比较大看着就很有质感 很轻便	正面
448	货比到了，跟淘宝店说的一样。快递也很快，服务很到位	正面
449	货很好是正品，商家服务也好，我非常喜欢，下次继续。	正面
450	货很快就收到了，质量真的很好，画质清晰，性价比高，喜欢小米产品。	正面
451	货已收到，好好好领的优惠券849入手	正面
452	基本都要会员才能看到～还是可以的～降价很快～一下子从899到799	负面
453	己收到?很快的速度，昨天下单今天收货。	负面
454	家里的老电视机坏了真巧遇上618年中庆，799元物美价廉，画面清晰值得购买	正面
455	家里买了多样小米的产品，都还可以，这款电视便宜、质量也还行。送给老人看电视足够了。	正面
456	家里手机，扫地机都是小米，这次买的电视机，支持小米！	正面
457	价格便宜，很清晰，音量也很不错，很给力	正面
458	价格合理     外观也挺好           可以说一般	负面
459	价格实惠，功能很不错，最重要的是买了之后产品降价联系客服给退了差价，小米的服务真心不错	负面
460	价格实惠，质量还可以	正面
461	价格实惠质量也不错，各功能都挺好的，总统来说我很满意。	正面
462	价廉物美，不错	正面
463	界面简洁明了易操作，老人家用起来很方便！	正面
464	今天不在家，这么晚评价？电视剧相当好，小米我很像是小米，因为我家里好多人用小米手机。以后有需要我还会光顾你这个店。我还会介绍人过来会光顾你这个店。	正面
465	就这个价位来说还不错啊	正面
466	绝对的好评！高清智能！超级喜欢	正面
467	看电视剧还加广告，我的爱奇艺会员还无法用。还的花钱开通会员。	负面
468	看了几天 还是不错的	负面
469	看了几天不错。	正面
470	看了几天还可以	负面
471	靠谱，这是买的第n个小米产品了。真爱粉啊	正面
472	可以 不错	正面
473	可以，宝贝很好，看世界杯～	正面
474	可以，不跟你多bb	正面
475	可以，为小米点赞。第一次在老家网购，物流很给力呢。	正面
476	可以的，服务到位	正面
477	可以的，性价比高，就是墙架的话需要另外购买	负面
478	可以性价比挺好，值得购买。小米东西质量还是有保障的，有需要还会来。	正面
479	可租可买的反应还不错。	正面
480	客服常年不理人，还以为有挂墙的支架也没有，买了一个星期就掉了100元，清晰度也不行，开机时间长，开机也植入广告，无语了。	负面
481	客服姐姐超好，问题解答很及时。东西很好。对得起价钱吧。	正面
482	快递到货速度很快，质量的话看不出来，不过应该值这个钱	正面
483	快递服务蛮好的，电视使用看看，效果应该也不错吧！	正面
484	快递哥给个赞?，服务态度非常好	正面
485	快递太给力了~快~电视也不错，买家里用 服务好~	正面
486	快递特别好，画质清楚，大爱！	正面
487	快递小哥帮忙安装的，态度非常不错，谢谢了，宝贝画面清晰非常不错	正面
488	快递小哥很负责任，态度也很好	正面
489	快递小哥送上楼的，主动要求开机验货，确认没问题才让签收，赞一个，效果很好，32寸的电视里绝对最划算的了。	正面
490	快递已经收到了，服务非常周到。快递物流也非常快，而且图片也非常清晰。特别是客服猫米立新的服务非常周到给个赞。	正面
491	快递员速度很快 来前打电话联系 主动开箱验货 非常好	正面
492	快递员挺负责任的 直接打开然后插电给我试机器 不错的这个机器	负面
493	亏大了，当天送货到家当天价格就便宜了好几百，买了个32跟65寸的，就去掉了四百差价，要退回去就几百运费让我出，退也差不退也惨，这以后怎么让我敢买小米的产品。	负面
494	亏了 亏了 亏了  亏大了   买的值但就是亏了  早了几天 客服mm你要安慰安慰我???	负面
495	垃圾中的垃圾，想要壁挂电视还得给电视钻眼，不知道是我落伍，还是国标允许这种东西存在，还好意思叫电视。退货还不是客户自由，还得商家上门检验，然后收100多运费，霸王条款，按照这个逻辑，以后买衣服不合适，还得商家派人来验收？电视节目也不是全免费，还要办会员。总之，希望其他消费者小心。	负面
496	老人用着反应很好，就是画质有时候不清晰，价格是很便宜了	正面
497	里面没有说明书也没发票	负面
498	两个角落有一点阴影，不知道怎么回事。应用商店里没有支持第三方电视直播的软件，这是个硬伤！一分钱一分货&hellip;&hellip;	负面
499	令人动心的美，万里挑一的景。美中不足的就是广告有点长?	负面
500	买的第二个，价格不错。第一个被小儿子一锤子爆屏了！	正面
501	买个随便耍耍，感觉还可以。可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以	正面
502	买给爸妈看，填错地址不能修改，但电视还是不错的	正面
503	买给孩子看的，画面很清晰，声音效果也很棒	正面
504	买给妈妈的，很好	正面
505	买给妈妈用的，看起来还行，刚开始用，没发现啥问题，希望质量好的	负面
506	买来给孩子看的，她老是要看手机，所以买个电视机给她看，大屏幕远一点看能放心点。整体效果挺好的，画质清晰，第一个月可以领一个一分钱会员蛮好的，因为广告真是太长啦省去广告真是太爽啦。	正面
507	买来就是当显示器用的，顺便看看视频节目。最大的优点就是价格低，这么低的价格就别挑了，功能该有的也都有，正适合我这样要求不高的。想手机投屏的就算了吧，投个照片肯定没问题	负面
508	买了寄回老家小孩子看，清晰度很好。声音也很大，好评！！！	负面
509	买了两台一模一样的小米电视，挂在了一起，结果一个遥控控制了两台电视，也就是两台电视机只能同时进行。可是我两台电视想要打开两个不同的界面，无法完成，沟通多次，客服人员只是敷衍。电话答应给我退一台，结果电视机打包起来好多天没见人来收件。客服人员服务态度不错，但都是为了五颗星一直在敷衍。问题得不到根本解决，买电器还是到实体店，如果我这样的问题在实体店出现，我相信早已处理完毕。	负面
510	买什么都是习惯性好评，因为怕麻烦，除非有特别惹恼我的事，那咱也不是那么好说话的，哈哈。现在买个东西还要经得住电话轰炸呀！！！所以为了省事，干脆所有点评都是复制粘贴，听说达到多少字以上，还有积分啥的。想想也不错，赶紧数数字凑到了没！！！小时候不好好读书，现在发现编段瞎话都那么难！呵呵了	负面
511	买在家里的 家里人说还可以	正面
512	买之前看了好多好多，价钱比这更低的都有，但看了差评和追加评论后，都不敢买，后来想试下小米机，毕竟我是米粉，一直是换小米手机，很多说售后不好，但我手机买一年后再找售后都是非常有礼貌热情的，帮你解决问题的，所以我挺纳闷，售后挺好的呀，说到电视，真的选对了，操作简单，连上无线网可以看了，我是小米视频会员，不用注册直接登录，还有小米视频会员会每个月送四张点播劵，看vip视频的，这个不错，电视很多东西看，屏幕清楚，下面图有连无线网播放的和数字电视的，都不错，总之这次购物很满意?	正面
513	卖的比小米商城贵  服务还差 和他们客服反应  就是不还我钱  我要投诉	负面
514	卖家发货快第一天下单，第二天就送到。已经用了几天了暂时什么都正常希望以后会耐用	负面
515	卖家服务态度很好，电视的清晰度很好。特别是送货那个帅哥服务态度很好，还帮我安装电视，以后买电视就在这家。	正面
516	卖家服务态度很好。质量很好。特别是送货的小哥哥更是非常的服务到位。。。。。	正面
517	满意，便宜又实用。喜欢，特别感谢日日顺物流，服务非常好	正面
518	满意，老妈说画面清楚又大，还买了一个架子只要二十块钱，老妈说实体店买绝对不止，买的值。	正面
519	满意的一次购物，电视机已经收到，质量不错，值得购买！！	正面
520	没帮安装，当时我不在家，是亲人在，就拆箱通电而已，我自己回来装的。	负面
521	没估计好尺寸 买得太小了...准备放桌子上当显示屏用 哈哈哈哈哈	正面
522	没啥说的我家在农村，他都给我送起来了。一般我都要到镇上取	负面
523	目前还不错	正面
524	目前可以， 活动买的，比较划算	正面
525	目前没有问题，待观察机身很轻，屏幕的色泽也不错，给老人用，大小合适，就是开机太慢关机还要慢，对于老人来说有点难	负面
526	能够预约送货，挺好！	正面
527	配送的师傅人超级好。	正面
528	屏幕清楚，速度快，又高清。一点都不卡，用了一段时间了，不错，挺好的，支持	正面
529	前天6点买的，第二天就到了，如果早点买可能当天就到，速度贼快，拿的时候也不重，就几公斤，拿到后超清晰，关键还可以投屏，喜欢，支持国产	正面
530	清晰，放在房间大小正好	正面
531	清晰度不错，大小刚好，对于我们这种出租户来说可以了。网速链接也很好，方便	正面
532	清晰度可以，价格实惠，就是广告太多	正面
533	缺点：好像没有屏幕的亮度和对比度的调节，自带系统广告太多，时间又长，让人很烦！ 优点：1.价格真的很便宜，2.自带的系统内容很丰富，3.音响效果真的不错。	负面
534	确认晚了，确实不错	正面
535	日日顺物流	负面
536	如果各位考虑买这电视然后看到我这个评论的话，你可以不用考虑买了。给各位总结一下以下原因： 1、售后服务没有保障 2、质量太差 3、一旦有问题、会派师傅上门给你检测、所谓的检测就是看一下而已，然后就走了，整个过程三分钟，你预约他家师傅还要等，根本浪费时间！ 4、就是他家肯给你售后服务，也是要收钱的，光是他收回去的运费就要100块！ 5、如果你买了收到货后屏幕是爆裂的，恭喜你！你的钱就当掉了吧！	负面
537	色彩各方便都很满意	正面
538	商品很好 商品很棒 老板人很好 非常耐心的讲解解释一切疑问点 以前一直不知道原来评论还是有积分的 自从知道了以后一直都是好评＋长篇大论 首先得是产品是好的我才评论的 推荐都来这家看看	正面
539	尚未使用，用后再追评吧。东西还是不错的，先给个好评。	正面
540	沈阳地区用的日日顺物流，太次了。年轻司机，提前半个小时给你打电话，告诉你到了。我们父子俩下楼等了半个小时，没见人。告诉我到了，后来知道找错地方。来了后还没等我们提意见，他先发火了。最后告诉我，我物流的，不怕你投诉。我爸六十多了，心脏不好，要不我就跟这哥们练两下子。	负面
541	实惠 超值	正面
542	使用了两天才来确认收货，质量不错，画质清晰，配合家里的小米路由器，小米手机，完美！以后搬家再配个小米冰箱就完美了。物流比较快，服务周到，开机验屏的，值得推荐，价格美丽！	负面
543	试看了几天，非常好	正面
544	试了一下，还可以。	正面
545	试用了几天音质画质都很好，只是中间环节可能有有问题，开机时屏幕没有设置界面，快递小哥送货时说你要花点钱叫人来安装调试才能看到电视，果然检测人员来之后输入密码就有设置界面了，折腾了几天恼火，卖家王凡不错及时申报检测人员及时到位。点赞。没有影响我出差。	正面
546	试用一星期，质量一流，服务安装到位。	正面
547	是跟人家要的链接来买的 电视机大小也行 价格也行 物流也不错	正面
548	适合小户型，很不错。	正面
549	收到货了，人家亲自帮忙装好了！特别高兴，已经是第二次买这款电视了，第一个买回老家了！！大品牌值得信赖，值得拥有！！我和老公手机也是用小米的，绝对的小米粉！！！	正面
550	收到货了，物流很快，物有所值	正面
551	收到货头一天发现问题，5月25号申请换货居然一直到6月2号客服才给我申请。在这其间价格居然也降了一百多？???这次网购算是最差的一次了！	负面
552	收到了看质量很好，以后怎么样在来。	正面
553	收到了用了半个月才评价，确实不错	正面
554	收到马上装上试看了一下，感觉还不错。	正面
555	首次进入系统慢，开机有广告，连接上网络，基本上要开通小米影视会员 ，否则不能看。质量现在看来开了几次机，没多大问题。清晰度也就一般，一分钱一分货吧，顶部电视塑料边框感觉不牢固。	负面
556	首先物流服务很好，送到村里给我打电话，我让我爸去接的，又送到家里帮忙检验一下。偏僻乡村不至于再预约安装服务了就远程教爸爸安装，挺好安装的，爸妈都说698的价格超值，感谢小米让我用上了便宜实惠的产品	正面
557	说是保值618，但是呢现在价格降了，还送什么米粉卡。电视很小。但是配送人员服务很好。。	负面
558	送货的小哥相当厉害。服务态度很好。电视机刚刚装上，用了一段时间在追评。	正面
559	送货非常快，客户和送货的态度都特别好。一直都z小米购买	正面
560	送货很快 东西非常好	正面
561	送货很快，凌晨下单当天下午就到了，家里买过不少小米产品，希望小米越做越好。	正面
562	送货入户，通电验机，	正面
563	送货上门，求的送货小哥哥帮弄好的，很方便，打开就可以用、电视也不错、很清楚	正面
564	送货速度超快，开机后运行速度也很快，特别是跟比家里的老电视一比，简直飞起来了，影视资源很多，屏幕还有护眼模式，小米为发烧而生，一点也不错	正面
565	送货特别及时，电视大小很合适，出租房用直接用WIFI看电视，打发月子里无聊的时间	正面
566	送货特别快 昨天下午定的 今天上午就到了 师傅服务特别周到 也很热情 很愉快的一次购物..	正面
567	速度很快，电视已经收到，要明天来安装，装好看看效果	正面
568	速度快	正面
569	速度快，尺寸合宜，画面清晰，音效不错	正面
570	速度快。而且服务热情，送到以后还给电视通电，无毛病才走的。必须赞一个。	正面
571	速度是真快啊	正面
572	特别高清，音质也很清晰，还没移wifi，用手机热点也可以看，真棒，900块钱真的超良心，支持小米	正面
573	特意过了几天才来评价，小米的东西真心不错，家里还有小米手机。质量真的没刺可挑。	正面
574	挺不错的！小米的东西做的是比较靠谱的，就是植入广告太多啦，电视是没多少钱，分摊到电视的系统广告里面去啦！高手就是高手！雷神加油！	负面
575	挺不错的，可以连苹果手机。投影用的挺爽的	正面
576	挺不错的价格良心	正面
577	挺高级的挺好的，画质也挺好大小的话，差不多比以前的款式要小一点嗯，大人的话就说一下	负面
578	挺好，老爸挺喜欢的，就是他老是按不好，总体还不错啦，满意，不会弄的时候，客服也很耐心，很喜欢	负面
579	挺好，物流也 很给力，谢谢店家谢谢小哥哥	负面
580	挺好的，给奶奶用，设置下就很简单了	负面
581	挺好的，价格便宜	正面
582	挺好的，买给父母放卧室看的，价格也便宜	正面
583	挺好的，买了两个，一个32一个49，这个是32的，刚帮我爸妈装完49的，用起来还是不错的	负面
584	挺好的，送货入户。画质也不错。	正面
585	挺好的、价格也不贵、送给爸妈的、爸妈很高兴	负面
586	挺好的很轻薄，一点也不卡	正面
587	挺好的买了10台店里用	负面
588	挺好用的，特别方便，比家里的传统电视好用多了	正面
589	挺满意的，经济实惠，很轻便，我们自己买了挂架，标配只有底座。使用情况要是有小米的使用会员就好了，很多都要付费才能看，清晰度一般，但是总体质量效果配得上价格，发货也很快，电子发票给的也很快，希望能用住。	负面
590	同一天别人买799、我确买了849	正面
591	头天拍的第二天就收到了，神速啊！安装方便，自己三下两下就搞定了，画面清晰，音质不错，关键是方便使用，连接wifi 就可以直接使用，价格也合适，本次购物，本人表示满意	正面
592	图个便宜放孩子小屋看的 大小合适 快递不给开箱看货差评 开机慢购买页面承诺送达日期也没履行 买完之后还便宜了100只给返回50 退货据说还收100多 对小米无感了 期望这能用久一点????	负面
593	图像清晰，大小也比较合适！	正面
594	图像清晰，功能强大，操作方便，很好	正面
595	网购这么多年体验最差的一次 买了六台小米电视，分两批发货，三台顺利送到，另外三台不知所踪，请客服帮着联系物流 得到的答复是把已经送货的三台电视的物流员的电话给我让我自己打电话联系看看电视是不是也在他车上。。。很少买小米的东西，从此会更少了。	负面
596	为什么图片上写的价格是799，购买后价格是849？	负面
597	我妈说不错	正面
598	我是6.1凌晨买的，大约在6月3日就到了，我叫他们放到附近的农村淘宝店，6月4日收假就拿去安装了，我是帮UU公益买的，送给贫困学生的，学生在家看电视，很高兴，也很感动帮助他们的叔叔阿姨们。产品质量很好，好评。	正面
599	我是我们村第一个在淘宝上买东西的人。他们买东西价格一般不超过五块	负面
600	我收到了放的还清楚的很，我以带溫州乐清市了。非常满意了，下次还要卖买的。	正面
601	我原价849元买的根本不是广告打的799 问客服也没有人回复 物流是不错 其他的 非常让我不满意	负面
602	物流超级给力，昨天下单今天上午一早就收到货了！给快递小哥点赞，冒着狂风暴雨，外面水浸泡到小腿上了，身都湿透了，二话不说提着电视下车一口气跑上六楼超级给力！！！今日今日有这样服务秒赞???	正面
603	物流超快，商品超值	正面
604	物流超快，质量没的说，好评，	正面
605	物流超快，质量也不错，清晰度高。这个价格买到也很惊讶。必须好评。	正面
606	物流非常满意 服务到位	正面
607	物流非常细心，非常负责	正面
608	物流服务很好，耐心帮忙安装，教使用，感谢，电视看着还可以，希望质量好，支持国货	正面
609	物流给力，宝贝包装完好，方便好用，画面不错，资源车富！	正面
610	物流好！质量好，服务好，！！！	正面
611	物流好快，下单后隔天就收到了。买来房间看的，有小米帐号的直接接上网线就可以看了，挺不错的	正面
612	物流很给力，货是到了，还没装上也不知道效果，后续追评咯	正面
613	物流很给力，机子还没用，用过后来追评！	正面
614	物流很好，很负责，送货到家，一直很信赖小米，已经开始使用了，效果很好。	正面
615	物流很快  隔天到货  第二次购买了  相信小米的质量	正面
616	物流很快，按约定的时间到了，物品完好，支架自己很好装，屏幕清晰，开机流程按步骤来很快就能看电视了。	正面
617	物流很快，隔天就收到了，安装很简单，电视画面很清晰，不错，性价比高，点赞^O^	正面
618	物流很快，质量很好	正面
619	物流快，服务好	正面
620	物流老师很好！	负面
