id,color,comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蔡***t,黑色,非常好，功能强大，除了自带的系统很多电影都要开会员才能看，其他都很满意。买的时候还傻乎乎买了小米盒子，到货才知道电视就有盒子的功能了，还好店家马上就帮我退货退款了！好评,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j***p,黑色,非常好，功能强大，清晰,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1***o,黑色,非常好，就是广告太多,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h***6,黑色,非常好，没毛病,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河***导,黑色,非常好，物流给力服务态度好，包装完好。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s***6,黑色,非常好，也不小，很清晰，很好用,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
素***人,黑色,非常好。不知不觉就成了米粉，家里亲朋好友手机都是清一色小米，这次趁便宜又入了小米电视，性价比超高，质量也不错，老爸特别满意。小米的客服和售后态度也超级好，五分好评支持一下。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y***7,黑色,非常好的电视 虽然没用过小米的产品 但是电视机买后的售后和质量还是杠杠的 按键也很灵敏,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
你***碍,黑色,非常好还特别轻,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
燕***5,黑色,非常满意，快递员态度也特别好。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k***j,黑色,非常满意，收到货的时候看见屏幕有两条线，联系客服马上发货给换一台新的。非常满意的一次购物,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张***1,黑色,非常满意，特别是物流速度，昨天下午下单今天早上五点多就到了，太给力了！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿***9,黑色,非常实惠的价格，画面也清晰，超值,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马***迪,黑色,非常完美的一次购物，性价比超高！划算！快递很给力，阿里巴巴客服还提前确认送货时间，送货饿还当面拆开验货！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n***侵,黑色,服务态度好，速度快，产品不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不***春,黑色,感觉不错   毕竟便宜   不能要求太高   画质不是太好   但完全可以接受   快递也快    服务态度很好   总体来说还是非常满意的,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p***0,黑色,感觉不错，服务也不错，试用先,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l***o,黑色,感觉不错，很好用，方便智能，值得购买！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
转***过,黑色,感觉不错哈,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
为***虫,黑色,感觉还不错诶，这个价格蛮划算了性价比高的，用一段时间再过来追评,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
买***3,黑色,感觉买了个平板电脑，画质差，广告多，有时候还出现花屏，过了七天就不给退货了，很廉价的东西，六一期间连续降价，保价一个月也是骗人的，上当受骗了，不给退货，不建议大家购买。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
沱***3,黑色,刚刚安好，试机效果不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w***林,黑色,刚刚使用，感觉还可以，希望质量也可以吧，总之给个好评嘛，都是做生意的，不容易，也多评价几个字嘛，这样对大家都好。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
林***公,黑色,刚刚收到货，货物完好，物流也快，再接下来就看看电视的播放质量了，好用的话再追评,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不***张,黑色,刚买完不久就降100，有点不能接受。其他挺好，买的第三台4a,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g***9,黑色,刚拍 等追评。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
爱***徐,黑色,刚收到，就装起来了，感觉挺实惠的，画面也挺好清晰版,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
身***9,黑色,刚收到，看了一小时，画质还行，也流畅，不卡，毕竟价格便宜，过些时候看看再讲！小米电视第一次尝试！点个赞！物流也负责，快捷！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阳***2,黑色,刚收到不会弄，老是放不出来，卡得要命，广告多，要下载，联系客服也找不到售后服务，不过现在好多了,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
祝***雨,黑色,高清，挺好,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
乖***杰,黑色,搞活动囤货，每次618.双11的活动价格确实便宜不少,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2***雪,黑色,给爸妈买的 还可以吧 物流特别给力,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
江***7,黑色,给爸妈买的，刚开始打开的时候画面好模糊，还以为分辨率太差了。后来发现要手机注册才可以看超清画质，超清的还不错。现在速度挺快的，，不知道用久了怎么样,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
你***4,黑色,给爸妈买的，我还没有看到，等过几天回去看下怎么样，到时候在来追评，毕竟是小米大牌子的，应该错不了，物流还挺快的，送货的小哥也很负责，一再的跟我确认地址生怕送错，好评,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g***0,黑色,给父母买的，打开试了下，超级给力！过几天给送回去,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
曹***蒙,黑色,给父母买的，就是有一点不好，好多电视都收费,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
何***味,黑色,给家里老爷子买的。没有回家去看，电话里说的小米电视特别好。身边邻居也想要呢！太赞了！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不***8,黑色,给家里买的，反馈说还不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
赵***华,黑色,给老爸买的！还没看到！相信小米，支持小米！好评！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c***o,黑色,给老公买的，老公在福建上班，之前的电视休战了，在网上挑了好久，老公说海信电视可以他想要买海信，我说我给他挑，我和老公用的手机都是小米的，我就给挑了小米电视，抱着试试看的状态，老公说刚开始收到电视开机的时候，感觉那个画面很假，像画上去的那种，本来我想去找客服的，之后开机越来越久，越来越清晰就，正常了，我就没有去找客服了。老公说看了一段时间电视可以！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我***军,黑色,给老家父母买的，非常好，画质清晰，满足老家的需要，父母很满意，效果很好，包装很好，无一点破损挤压，很满意的一次网购，物流很快，服务态度很好，支持国产品牌！永远相信，美好的事情即将发生！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黄***虾,黑色,给老人家看的还不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
丧***堂,黑色,给老一辈人买的，很不错。第二天就送到了，同城相当的快。清晰度确实不是太高，32寸的4k高清屏，我实在是没找到。设置一下，难度也不高，基本很快就搞定了。总体来说，一次满意的购物吧。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
和***网,黑色,给力，0点下单，早上就派送了,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
戴***2,黑色,给妈妈买的，没有看到实物，妈妈说挺好的，应该不错！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
随***9,黑色,给妈妈买的，目前没问题，画质不是特别清楚,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成***e,黑色,给奶奶房间装了一台 挺不错 操作起来简单方便,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
兔***1,黑色,给奶奶买的 还没送过去  后期追评,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我***奶,黑色,给外婆买的，感觉买小了，想换个大的，但是安装好了难得回来一趟帮外婆安装，要换的话感觉比较麻烦就没换了，建议买大一点的！！！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
刹***逅,黑色,给卧室换了个空调，总体来说不错哦，老婆非常满意，智能电视播放下分给力，还可以投屏，虽然小尺寸但卧室够用，就是没有语音输入，其它一切OK，五星好评。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p***8,黑色,功能正常，总体不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
飞***术,黑色,观看效果，分两种，1收费的2有广告时间60秒，,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
偶***a,黑色,广告好多，电影大都需要会员，电视分辨率低，看多了头晕，遥控器有些不灵，果然便宜是有道理的&hellip;&hellip;,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a***3,黑色,哈哈，非常棒，刚连上wifi，放着孩子最喜欢看的猪猪侠，别提多开心了，这个价格物有所值！孩子超喜欢，就是看孩子天天看手机，担心看坏眼睛，所以特意买了个网络电视！物流特别给力！赞一个！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j***言,黑色,还不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
锋***8,黑色,还不错 很清晰,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
双***8,黑色,还不错 用网络图片比用 有线清晰度好点  家里老人用的 用的有线  就是每次开机都要点AV加载有线 不方便  因为老年人不会点  以前的老电视机 设置好  每次打开都直接搞好的,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h***们,黑色,还不错，安装简单，也还算清晰，就是播放时声音自己就突然大了,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
当***d,黑色,还不错，安装也容易都是自己装的！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8***g,黑色,还不错，很清晰。连上wifi就能用，物流也很好开箱验机后屏幕是好的才签收的,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p***5,黑色,还不错，就是看上去有点单薄，希望可以多用几年吧。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一***2,黑色,还不错，就是太小了。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小***迹,黑色,还不错，清晰，便宜，互联网电视，使用家里的wifi就能用。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
泪***生,黑色,还不错，体积轻薄，画质清晰，虽然刚开机时会感觉有点模糊，但后期会正常的，决定买的时候有点担心，会不会有什么问题，收到的时候还是满意的，不知道可以用多久，目前是很不错的哦,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金***2,黑色,还不错，唯一不足就是分辨率不支持720p,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a***哈,黑色,还不错，物有所值！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
毕***9,黑色,还不错，性能速度也蛮快的。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
温***桢,黑色,还不错，这个价格可以买到很好了,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
微***w,黑色,还不错啊价格还算可以,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
千***3,黑色,还不错吧！就是不知道能用多久,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s***2,黑色,还行，画面不错！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q***6,黑色,还行，就是不支持软件开机自启。。。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b***冠,黑色,还可以,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
罚***6,黑色,还可以  挺便宜的  哈哈哈哈哈哈哈哈哈,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
梁***欣,黑色,还可以！客服服务态度很好！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黄***2,黑色,还可以，其实挺清晰的，手机像素不好，没拍出效果，买来小孩子看动画片的！大小尺寸刚好，性价比高！安装简单就装一下底座，拧四个螺丝，但是自攻螺丝拧起来特别费劲，怕一劲把拼命给挤破了！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z***g,黑色,还可以，希望耐用，,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
聂***明,黑色,还可以，用一段时间在追评,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
那***哥,黑色,还可以。  不知道是否耐用？,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寂***柏,黑色,还可以吧,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
可***2,黑色,还可以吧，通电联网就可以用了，价格也可以，安装方便！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w***8,黑色,还没开机，搬家了再试,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
撕***忆,黑色,还没开用，用了在来评价,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9***y,黑色,还没用，这个价格很值，回头用了再追评,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a***y,黑色,还没有试用呢 应该可以,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1***l,黑色,还没有用，用了再来评价,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
买***8,黑色,还是不错的   呵呵哈哈哈哈哈哈哈哈哈哈哈哈哈  shxhejzjxgnsjxgndjxjvngjsjznxn,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
酒***6,黑色,好！物有所值。画质和声频都不错。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g***丶,黑色,好，很好，非常好,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x***1,黑色,好，价格实惠。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0***j,黑色,好，有点出乎意料,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
猪***s,黑色,好很好非常好,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
顾***乡,黑色,好平时给安装师傅的，工作认真，服务态度很好，谢谢！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
芝***y,黑色,好评，不知道这么看TVB的连续剧，谁告之下，可以会员,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c***l,黑色,好评，很不错很不错，值得购买,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a***籽,黑色,好评，很清晰，希望能看很多年,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h***l,黑色,好评，买给爷爷的，挺不错。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
龙***风,黑色,好评，送货上门，收到通电，正常。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
月***影,黑色,好评，性价比很高，特别推荐。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陈***赫,黑色,好评五分，商家服务态度好，快递速度快,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吴***祥,黑色,好像清晰度不是太高。其他挺好的,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j***4,黑色,好用高清,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5***1,黑色,和实体店买的一样效果挺好的 还是挺相信这家店铺买的东西吧，买给老人家看的还是挺实在，又挺不错的，价格也不贵- - 很实惠很喜欢~,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
闲***丶,黑色,很棒，小米真的改变了生活，32寸，小卧室专用，物美价廉，操作挺流畅的，爸妈都说好，有点广告是正常的，以前没网络电视的时候，那5分钟10分钟的广告你是怎么忍受过来的，况且这广告质量还可以，没有假药保健品不孕不育等有线直播上让人恶心的广告，清晰度嘛虽说一分价钱一分货，但是看电视绝对够用，需要真4K就加钱啊,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s***n,黑色,很不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我***用,黑色,很不错 很清晰,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
梦***嘉,黑色,很不错!挺实惠，画面也很清晰，也什么问题!五分好评!,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t***贝,黑色,很不错，价格便宜，质量还不错，重点是智能机，分辨率也不错，物有所值，几百块钱的东西，值,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
丿***狗,黑色,很不错，就是看着不结实，不知道耐用不,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n***5,黑色,很不错，信赖小米，支持一下，棒棒哒???,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l***9,黑色,很不错。。。。。。。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
倾***9,黑色,很不错?,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
燕***7,黑色,很不错的互联网电视机，免去用机顶盒了，直接链接网络就能收看到电视，无论是画面，音效都很棒，还能连手机，总之功能很多，服务也很周到，送货上门，还当面开箱验货，确认开机正常再验收。小米电视机正不错，赞一个。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吴***6,黑色,很大，很满意开始以为只有电脑那么大，就是不知道容不容易坏？,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
梁***o,黑色,很大～画面很好～唯一的缺点就是居然是不配高清线的，可能是我误解了，一般都是配高清线的～电视机的自带音量就很大了，不需要额外添加音响，还能看电视，舒服～,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k***a,黑色,很好 非常方便安装 物流第二天就到了 而且价格也很不错！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小***丶,黑色,很好 很清晰,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杨***水,黑色,很好！刚刚好尺寸，价格实惠，搞活动时买的，孩子超级喜欢看的，家里买的一个超大的55寸的，又买了这个32寸的，画面清楚，智能联网，操作方便，真正的米粉！有需要还来！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冼***镜,黑色,很好，不错，但是有点细,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
清***9,黑色,很好，插上网线可以看很多电视电影，但不能看卫视直播,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
快***泥,黑色,很好，父母很满意。。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
万***0,黑色,很好，搞活动买很划算,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h***9,黑色,很好，给儿子卖的，,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海***域,黑色,很好，很适合老人用！非常喜欢！希望可以用的久一点！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冰***泉,黑色,很好，就是小米系列配件有点少,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
染***灰,黑色,很好，送给奶奶爷爷，给他们看花鼓戏的，嘻嘻嘻，他们还骂了我一顿，说我浪费钱，哈哈,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
欧***双,黑色,很好，速度也很快。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
周***成,黑色,很好，挺不错的，物超所值，就是老年人使用，有些不会用，慢慢习惯就好了,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
温***9,黑色,很好，物流态度也好,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐***春,黑色,很好，小米的电视，想都没想就下单了。收到发现电视是智能的，这么便宜能买到一台智能的电视，这是喜出望外。看了几天，非常满意。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q***l,黑色,很好的网络电视机，试看过了，很满意，服务也很好，值得信赖。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
飞***m,黑色,很好的一次购物体验。电视很好，可以连接WiFi，面质很清晰。性价比很高的一款电视。大家可以放心买。很好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
甜***妹,黑色,很好哦价钱又实惠,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
扬***云,黑色,很划算啊，价格超级划算,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
梅***2,黑色,很满意。很清楚 小米真的是国产良心好货 很好,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
夏***泪,黑色,很满意的网购，物流产品都无话可说。电视分辨率很好，画面清晰。特地看了很久才来评论的，小米还是可以信任的。加油！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
孙***草,黑色,很飘逸，外层网纱上有纯手工缝制的精致立体花朵刺绣，很仙！  内里镂空背心裙让你的性感不失柔美气氛！  一种若有若无的羞涩，一种含苞待放的温柔，一种期待已久的相见，  上身效果美炸了！  自带仙气的款 非常的浪漫！在这个夏天穿着出街不会显得沉闷~  很提气质，又会很显皮肤白皙！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c***u,黑色,很轻很轻很轻！色彩各方面也不错！不需要买盒子直接连接网络就有电视。配有底座。能否以后可以配备挂座（加钱也可以），主要方便我们嘛！谢谢雷总，谢谢小二！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z***发,黑色,很清楚，这个尺寸蛮好，很满意的一次购物,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
思***金,黑色,很清晰,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z***旭,黑色,很失败的一次网购，从此不会在买小米的东西了。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
梦***7,黑色,画面，音质都不错，性价比不错，东西收到了，物流挺快的，包装完整，看了下，没问题，，非常喜欢，物美价廉，五分好评，有需要还来，。客服服务也不错，，非常满意！！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陈***泽,黑色,画面，音质还可以。电视总体不错，就是电子发票迟迟没到。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冰***4,黑色,画面清晰，不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
知***8,黑色,画面清晰，物流快，看起来是正品，但愿能用时间长点,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1***n,黑色,画面清晰度还好，质量怎么样没用还不清楚，安装也简单，其他完美！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐***6,黑色,画质清晰，618大促销买的，价格非常实惠。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
多***1,黑色,画质一般不过对的起这个价格，就是安装麻烦还要另外给150的安装费，这个可以在买电视直接体现呀，现在家里还没电视柜先将就放着了了,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
丶***p,黑色,活动购买，性价比高，一直都是在小米买的电视，满意，支持国产，支持淘宝，都是在淘宝网购。专一。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q***o,黑色,活动买的非常便宜  画面很清晰  活动价格很划算的 也比较大看着就很有质感 很轻便,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z***0,黑色,货比到了，跟淘宝店说的一样。快递也很快，服务很到位,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j***2,黑色,货很好是正品，商家服务也好，我非常喜欢，下次继续。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
凡***裤,黑色,货很快就收到了，质量真的很好，画质清晰，性价比高，喜欢小米产品。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
哥***方,黑色,货已收到，好好好领的优惠券849入手,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
驰***u,黑色,基本都要会员才能看到～还是可以的～降价很快～一下子从899到799,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陈***雀,黑色,己收到?很快的速度，昨天下单今天收货。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z***n,黑色,家里的老电视机坏了真巧遇上618年中庆，799元物美价廉，画面清晰值得购买,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f***8,黑色,家里买了多样小米的产品，都还可以，这款电视便宜、质量也还行。送给老人看电视足够了。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
亦***2,黑色,家里手机，扫地机都是小米，这次买的电视机，支持小米！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白***厅,黑色,价格便宜，很清晰，音量也很不错，很给力,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
王***8,黑色,价格合理     外观也挺好           可以说一般,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j***w,黑色,价格实惠，功能很不错，最重要的是买了之后产品降价联系客服给退了差价，小米的服务真心不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唯***2,黑色,价格实惠，质量还可以,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
始***客,黑色,价格实惠质量也不错，各功能都挺好的，总统来说我很满意。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9***n,黑色,价廉物美，不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阮***志,黑色,界面简洁明了易操作，老人家用起来很方便！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
