	comment	0
335	此用户没有填写评论!	正面
336	给妈妈买的，她今年67岁，人生第一部智能手机，选择了小米	正面
337	给老妈买的，用着挺不错的，第二次买红米手机了	正面
338	手机很不错，现在用着挺好的。包装很好，物流很快，发的顺丰，比我一起买的别的送达的要早。性价比很高，屏幕分辨率还可以，声音也不算小，小米的质量还是可以信赖的。在旗舰店买相信以后出现问题了也好沟通处理。总的来说还是很值得购买的。	负面
339	全家人都用的小米手机，系统很好，简单方便，老人也容易上手！！！是忠实的米粉！！！会一如既往的支持！！！	正面
340	款式可以	正面
341	给家里老人买的，好评。	正面
342	给老妈买的，第二个了	正面
343	用着经济适用，给妈妈买的	正面
344	手机刚到就发现又有新款了，红米6a，反正这个到了就先用着吧，而且这个贴膜有气泡也不知道是不是新的	负面
345	手机很好用，妈妈很喜欢	正面
346	物流蛮快的。 手机也没让我失望。 这价位 小米这手机性价比太高了	正面
347	物美价廉，老爸很喜欢	正面
348	好，我家四个老人都用小米	正面
349	米粉必须好评	正面
350	小巧玲珑	正面
351	性能还挺好的，送人得买了？！	正面
352	此用户没有填写评论!	正面
353	非常好	正面
354	还行 不错 就是没有耳机	负面
355	这个价买到很值，手感网速都和千元机有的比。只是不是很喜欢它的拍照效果。	正面
356	小米手机，国民好手机，好评。	正面
357	此用户没有填写评论!	正面
358	发货快，手机挺好，没特殊需求。接打电话，拍照，微信，足够用了。	正面
359	实用老人机	正面
360	比较满意！	正面
361	承诺的米粉卡没有任何的消息，几元的卡承诺都不发，什么事情 不怎么样	正面
362	全家全是米！给老妈买的！希望她喜欢?	正面
363	很好 很喜欢	正面
364	给爸爸买的，第一次用智能机，买个简单的，很满意	正面
365	此用户没有填写评论!	正面
366	妈妈很喜欢，很开心	正面
367	这个手机呢 是给我老爸买的 他非常高兴的 我也很开心，不是多贵 希望老爸可以用的久一点的。老爸也只是打个电话的，嗯 客服人很好的，总之 大家都不要再犹豫啦，放心购买好了 这个性价比很高的 不过电池好像容量不是很大，也非常不错啦，	负面
368	在网上买手机总怕买到假货，收到手机还不错挺漂亮的。妈妈收到手机很喜欢，现在暂时还没有什么问题。	正面
369	给爸爸买的。还行。	正面
370	不错，给家里人买的	正面
371	老豆觉得还可以	正面
372	差评，小米的服务太差，不愉快的一次购物，说好了到六月三十号都是这个价钱，结果三四天就降了五十元！差评！差评！差评！重要的事件说三遍	负面
373	给老人买的，很满意	正面
374	给婆婆买的，机身轻薄，小巧玲珑，老太太特挑剔的人，还算满意，五分好评	正面
375	给老人用的，很好	正面
376	物美廉价赞一个	正面
377	算是回头客，质量和价格没得说，客服也不错，就是缺货时挺麻烦。	负面
378	手机收到了。很好。质感是磨砂的感觉，轻巧，送给妈妈的，妈妈一直都是用的红米，价格低功能要求也不高适合中年人用，像素可以，自带了一张磨砂膜。这种性价比合适了，妈妈就用来跟我聊视频，聊聊微信，也不打游戏，所以不用怕发热那种典型问题。	正面
379	手机用着不错，样子很好看，毕竟是几百元的东西，物有所值，下次还会买米系列的。	正面
380	老爸说很好用	正面
381	买给老爸用的，自己也用小米表示很赞，学生党还没赚钱，尽孝心量力而行	正面
382	非常好小米一如既往的支持	正面
383	给老人家买来用的，应该不错	正面
384	米粉 支持国产手机 以后芯片也能国产就好了	正面
385	一分钱一分货，这个价钱买这个手机也可以了，爸妈也很开心，就冲这，给个好评。 快递不是很给力，太慢，也许是因为赶上端午节的原因吧，给个中评！	负面
386	此用户没有填写评论!	正面
387	大爱小米，一直用的就是小米，愿小米越做越强，客服服务顶呱呱的。	正面
388	第二个了，不错	正面
389	用了一段时间才来评的。我用的本身就是小米手机，所以挺信赖这个国产品牌的。手机包装的很好，物流也很给力，3天就到了。老爸用完后说，不怎么玩的话电池就能用3-4天，比我预想的好多了。手机反应速度也很快，希望能一直保持这样。	负面
390	赞，性价比好	正面
391	阔以的	正面
392	手机一直到自动签售才来评价！因为想在这段时间看看小米到底怎么样！很好！给妈妈用的、多一百块钱买的32GB！完全无压力的玩很多东西！以前用的老年机，现在微信普遍！所以选智能机！看着活动就在这买了！没失望！很满意！	正面
393	此用户没有填写评论!	正面
394	质量哈可以，反应速度都不错，第一次用小米手机感觉不错	正面
395	帮家人买的，一直信赖小米。	正面
396	手机收到了，现在家里有7口人，用的都是小米手机，没得说，真棒 小米加油	正面
397	用的很不错，手感也很好。物美价廉！	正面
398	给父母买的！	正面
399	手机挺好的，还是非常相信小米的，买给老人用，没想到配置绰绰有余，像素也非常不错，值得一提的是新手机打开软件速度竟比我老苹果还快，还有老人模式，这款手机非常合适，很满意	正面
400	妈妈用还可以吧	正面
401	挺好用的 妈妈很喜欢	正面
402	手机不错&hellip;给我妈妈买的&hellip;快递送的也快&hellip;服务挺好&hellip;	正面
403	老年机，就&hellip;&hellip;还行吧&hellip; 老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机老年机	正面
404	给爸爸买的，挺好用的	正面
405	给老妈买的。	正面
406	不错，我爸正在用。	正面
407	手机已经用了一段时间了，还不错&hellip;&hellip;	正面
408	我感觉快递还不错，东西收到以后马上查看，发现与图片描述一致。很满意，超级喜欢。卖家发货速度很快，服务也很到位，给老板点个赞。下次还会再来购买一个字！！！值！！！&hellip;&hellip;verygood！！！	正面
409	给老爸买的，他只是接打电话用着可以，说送的什么60元礼包完全是忽悠人的。没用	负面
410	此用户没有填写评论!	正面
411	目前老人用着还可以&hellip;&hellip;	正面
412	不错，小巧玲珑	正面
413	机子蛮好的	正面
414	给妈妈买的，妈妈之前用的不是智能机，我自己也用的米6，很好用，这样以后妈妈就可以给我视频啦！发的邮政，速度很快，包装很严实，收货后也会打电话询问服务如何！很满意的一次网购！	负面
415	手机蛮好用的，给妈妈买的，正品不错！	正面
416	手机拿回来好多天了，已经用上了老人用着挺好，没配耳机带，屏幕清晰，外形也不错，速度也不慢。	正面
417	此用户没有填写评论!	正面
418	产品可以，还有用邮政发货的，真的服你们了。必须差评	负面
419	如果可以的话，我情愿一颗心都不给，手机实在是太垃圾了，用了几天，打电话出去别人都听不到声音，大家到百度上查一下，这款手机有质量问题的很多，建议大家不要买，如果你觉得你有时间又有钱的话，那你可以试试，我就当买了一个教训，以后再也不会光顾了。	负面
420	呵呵呵 物流慢的不能提   联系客服没人理   刚下单就掉价真是服了   ......	负面
421	手机收，到手感不错老年人使用够用了，我就是小米忠实粉丝。	正面
422	此用户没有填写评论!	正面
423	买给老人家用的，还可以。物流速度很慢，卖家服务态度很差劲，就是省钱寄快递，明明写了很多的快递都能送到，却偏偏发邮政给我，又不是不知道邮政最慢。明知道邮政的快件都是丢来丢去的还发邮政，邮政快递送过来还直接扔给我，一点态度都没有，扔了就走。	负面
424	买给我妈用的。果然是我老人机。我帮我妈存电话本。切个输入法都卡。	正面
425	很漂亮，当然比图片还是有点色差，没有图片亮，很合适的，买的红米手机a5，配套起来特别漂亮，给我妈买的，我妈非常满意，看得我自己都想重买一个玩玩，非常完美，好好好！！！	正面
426	送给爸爸的  老爸很开心16G对我爸来说够用了  物流很给力	正面
427	不错，老人用作智能机入门练手还是性价比挺高的！！	正面
428	发货很快，宝贝还不错。看到写着老人机才给老爸买的，收货才发现屏幕太小了点，只能调整字号适应老花眼了。	负面
429	我是小米忠实粉丝，家人都用小米手机。	正面
430	米粉，是给爸爸买手机，好用	正面
431	终于收到我需要的宝贝了，东西很好，不卡包装完好，价美物廉，谢谢掌柜的！说实在，这是我淘宝购物来让我最满意的一次购物。无论是掌柜的态度还是对物品，我都非常满意的。物流给力，发货很快，从红米手机一代用起，机子可以比其它品牌差不多价位的好用多了	正面
432	没有说好的赠品，连耳机都没送	正面
433	此用户没有填写评论!	正面
434	给老爸买的，怕是用不惯，不过这个价位的机子也没啥挑的了	负面
435	最低配，老人用，别升级，	正面
436	宝贝很好呢，值得信赖呢，灵敏小巧	正面
437	买给长辈  老一辈用也还可以   不过长辈喜欢听歌  感觉 音质不太好 手机很轻 外观还算不错  喜欢银色手机壳	正面
438	很好物流很快	正面
439	隔日就到了，超级快+赞 手感不错但是感觉有点滑，建议买个手机壳，手机性能很不错，符合价位	负面
440	给妈妈买的，还可以哟	正面
441	宝贝早就收到了，只是一直看的懒得评价。手机好看，樱花粉。虽然我觉得根本不是什么樱花粉吧。不应该是玫瑰金吗？？？关于手机的话，我觉得总体来说还不错，性价比挺高的吧。不过为什么不送手机保护套呢？？因为这个手机便宜吗？我在旗舰店买了两个手机了，上一个是红米五plus，都送手机保护套了，果然一分价钱一分货啊。手机性能我不想多说，反应有点慢，像素也好，拍的很清晰。买给妈妈的手机，今天给妈妈看了，她特别开心，她喜欢就好了。对于客服的态度，我觉得很好，没有发韵达。点赞哦。旗舰店的东西果然靠得住。以后上大学了还回来买手机的。不过不知道会不会给我这个老顾客优惠呢？？?想买来送给爸妈的，十分适合，小巧好看而且方便。一句话值得购买	正面
442	爷爷很喜欢	正面
443	正在使用，随后再回来追评。	正面
444	来自米粉的好评~	正面
445	送给爷爷奶奶用的，性价比很高	正面
446	手机给我爸买的，很实用，文字可以调节到很大，基本的打电话和短信功能操作方便，而且电池很耐用，属于物美价廉的一款智能机。	正面
447	经济实惠	正面
448	给妈妈买的，挺好的，一直在用小米，支持	正面
449	包装得精致，手机设计美观，运行速度快，音质清晰，拍照以及录视频都好看，物美价廉值得	正面
450	手机确实可以，运行暂时没发现问题，给妈妈买的，功能够用，这个价格算是很实惠了	正面
451	呀脱离哈喽咯OK了是啥事来咯作业啊具体hill哦不VIP马路挺好的	正面
452	给家里老人买的，她们说手机很好用	正面
453	一直相信小米家的产品，棒棒棒，希望小米家一直这么棒，加油加油，看好你们	正面
454	给老爸的，玩微信，看视频刚刚的！ 回访及时，态度和蔼！	正面
455	红米手机超级好超级赞。使用后特别棒。	正面
456	给老年人买的，玩个微信，看个小视频还是很快的，价钱也超实惠	正面
457	给爸妈买的，父亲节礼物，希望他们喜欢	正面
458	货已收到，给母亲买的，极简桌面很适合老人用，不错的质量 很快 不错 很好 很好 还行	正面
459	手机非常好?	正面
460	什么啊，快递吵慢服务态度不好，	负面
461	可以的 买给妈妈使用的 这个手机不错的好啊   挺好的  关键是事便宜  妈妈用的也舒心哈哈不死了没有什么⊙&forall;⊙？⊙&forall;⊙？⊙&forall;⊙？什么⊙&forall;⊙？⊙&forall;⊙？⊙&forall;⊙？肉的时候可以去探探的人吗你好美女晚上好美女晚上好美女早上好！？！。？。！？！？我在外面等你回来一起吃饭啊	负面
462	挺好的，给老妈买的。	正面
463	给老爸买的，机子流畅度不错，最重要的是小巧	正面
464	一般，没有老人模式，需要单独下载软件	负面
465	收到货，非常棒，送给家婆用的， 客服也是非常棒的，以前也是小米红米的，现在果断也给婆婆来一台，亲们要买就到这家店买吧，全五星的呢，什么都能帮你解决	正面
466	送给老妈的，她很开心，希望能用久一点，还有小米也快点有自己的芯片吧，希望国产手机越来越好。	负面
467	此用户没有填写评论!	正面
468	跟丈母娘和妈妈一人买了一个 ，好看，好用，一直都是米粉。赞	正面
469	手机不错，老妈用的很放心	正面
470	手机收到了老板发货还是很给力的哦，东西果然还是得到旗舰店买，质量有保证，手机是买给妈妈的，很适合妈妈用哦，老，老人家嘛都喜欢用这种，简单，直接可以操作方便，你懂的手机，哈哈，下次还会再来的，如果有需要的话大家别担心，尽量买吧，老人家是可以用的	正面
471	还不错，很轻。开始用了以后再追评	正面
472	挺好用的，打王者荣耀居然不卡而且非常流畅，表示很喜欢～～～～以后要多多多多支持国产品牌！加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油哦！	正面
473	还行，没有指纹解锁，婆婆用也刚好，双卡双待，价格实惠	正面
474	小米粉，给老人买的，使用还是很合适	正面
475	非常好，耐用，实惠，声音大！	正面
476	本来满怀信心的买个手机给爸爸用，结果电源开关有时按半天没反应?	负面
477	已经是第二次购买啦，给父母用的，还好	正面
478	搞活动和现在一个价，晕，在不在搞活动时买了	正面
479	手机很好，先用用再说。送给老妈肯定喜欢！	正面
480	拍照效果：宝贝已收到，很满意，非常的喜欢！满意。	正面
481	快递挺快，买给妈妈用的。需求不大，玩微信，看视频就可以。	正面
482	用了10天就开不了机了，客服回复慢，真后悔在网上买手机	负面
483	给姑姑买的 之前用过小米的手机 性价比非常的高 可以用的 东西还是不错的 挺适合老年人用的 咣当旗舰店比官网上买的便宜点儿 应该是正品的	正面
484	手机还不错啊屏幕大小蛮合适的待机时间还可以运行也很流畅性价比很高哦	正面
485	妈妈用的，应该还行	正面
486	很好用，机器反应速度很快	正面
487	给老爸买的。去年买的进水了，反正不贵，不修了重新买一台。618期间发货也很快。北京到江苏2天。	负面
488	此用户没有填写评论!	正面
489	物流速度快手机便宜好用	正面
490	低端哈，499的价格，哈哈！	正面
491	手机配置高，价位低，用起来方便，还可以吃鸡，王者荣耀	正面
492	发货较慢，送货挺快。东西还行。	正面
493	妈妈很喜欢。看着不是很高端，实用第一。	正面
494	刚买5A，6A就出来了，还人脸识别，什么语音拍照识别，更新太快了	负面
495	此用户没有填写评论!	正面
496	此用户没有填写评论!	正面
497	买给老爸用的，老人用着方便	正面
498	挺好的手机也轻，性价比很高	正面
499	应该多等几天买6A的，刚买几天就发布6A了	负面
500	用了一段时间，还行吧	正面
501	挺好的。帮朋友买的。挺快。不卡。用一段时间看看。应该很好的吧。一直相信米。是老米粉了	正面
502	不错的婆婆很喜欢，	正面
503	给老爸买的，这个手机很适合老人用	正面
504	给亲戚买的，很喜欢，支持小米	正面
505	买给妈妈的，据说挺好用。用着也挺顺手的。	正面
506	老人很喜欢，都没用极简模式	正面
507	给我妈妈买的，我没看到实物，直接寄回老家了，妈妈说比她之前的手机薄，图像声音都很清晰，挺好用的，物流速度还算快吧，毕竟是乡镇，服务态度蛮好的，给个赞	正面
508	帮我妈买的。性价比还可以吧。就是屏幕真的不咋地。看起来很不舒服。可能还是因为比较廉价的原因。。。。希望能用久一点。不过才开始用就有点点卡了。哎。	负面
509	发货快，很快就收到了，包装好，很适合妈妈用，妈妈很喜欢！	正面
510	不愧是小米，性价比真的高，手感也不错。好评	正面
511	。。。。。非常好~~~????????????????????哈哈哈(?&omega;?)hiahiahia哈哈哈(?&omega;?)hiahiahia哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈(?&omega;?)hiahiahia	正面
512	老人用的很好很喜欢	正面
513	手机不错适合老人	正面
514	送老爸的，刚用。过段时间来追评	正面
515	充电速度：手机不错挺好用的这个价格也是值 了。	正面
516	质量很好，一直信赖小米，全五分	正面
517	手机还不错，性价比超高，已经是第二次购买了，希望小米做出越来越多好用的产品	正面
518	有点感觉是假货啊	负面
519	给爸爸买的，性价比好	正面
520	速度真的是超快啊两天就到家了给快递36个赞，手机还没开始用过段时间在看看	正面
521	还不错呢	正面
522	买了好几个了，还是一如既往的好，店家还送了小礼物 下次有需要还会再来的	正面
523	给老妈买的，老妈很开心，老人家很容易满足。一直不舍得换手机，这次是我硬要给她买，她才接收的，希望老妈永远开心，健康平安！同时也祝福天下所有的妈妈?	正面
524	可以 不错	正面
525	这款手机是给爸爸买的 爸爸很喜欢 就是刚开始不怎么会用 时间长就会用了 现在基本会玩微信了? 加油	正面
526	爱雷军，爱小米	正面
527	买的第二次，质量很好?！满意	正面
528	买给我爸爸的，感觉挺好的！他挺喜欢的	正面
529	给妈妈买的，用的还可以	正面
530	买给我老妈的，以前都用的我剩下的，这次给她买个她专属的，手机还行吧，好评吧。	正面
531	好评&hellip;&hellip;就是如此妖娆妩媚	正面
532	性价比不错	正面
533	手机不错。便宜好用(?▽?)	正面
534	帮同事买的，使用还不错，希望耐用吧	正面
535	帮别人买的，还没使用，看起来不错。	正面
536	手机收到很好物流很快  给长辈买的声音挺大声的  家里全部都是用小米的   准备在买一部米6	正面
537	此用户没有填写评论!	正面
538	不错，一直在用	正面
539	手机好用 粉嫩 实惠	正面
540	此用户没有填写评论!	正面
541	用着不错。一年一个，比苹果好	正面
542	挺好用的 也很划算	正面
543	东西不错，老人非常喜欢。	正面
544	宝贝好用，不卡，外观好看	正面
545	还不错，能送个保护套就好了	正面
546	给我妈妈买的，拿在手里正合适 功能什么的都挺好的 小米的买了都好几个了，价格便宜实惠，比较亲民~ 也推荐同学去买啦~ 会支持小米~继续努力加油↖(^&omega;^)↗哦~ 手机在我妈手机了~我妈说挺好的~ 没发拍照片了，但也跟其他商家描述的基本一致~	正面
547	质量不错，就是买标配的没有耳塞手机套，买的注意一起拍个手机套，不然后面还得再拍又等几天	负面
548	给家里买的老人机  直接寄回去家里了 小米的手机买了好几次  现在自己换了华为感觉更顺畅  小米操作界面简单 适合老人 好评！	正面
549	给邻居代买的，邻居告诉我手机好用	负面
550	手感不错，适合年纪大的人用用，就是自带软件太多，还不能卸，如果自带软件少一点就更好了。	负面
551	物流极度差评	负面
552	不错，运行很流畅，也很轻巧，总的来说是很满意的	正面
553	这款手机设计不错，比上一款薄了一些，工艺精致了一项，手机配置也很好，看视频，照相，玩游戏都不错，没有卡顿现象发生。小米良心机，就冲这个价位，手机能有这么出色的表现，很满意。  谢谢卖家	正面
554	就是老人机，反应迟钝	正面
555	可以	正面
556	手机很好，买手机认准小米，家里人都用的小米，买好几个了。	正面
557	物流很快 宝贝寄过来完好无损 会再来哒	正面
558	送给老爸的 手机很不错	正面
559	代购，物美价廉的	正面
560	还行吧，目前还没有什么毛病，过几个月就知道毛病在哪里。希望国产手机做大做强。	负面
561	小米忠实粉丝，千元机的佼佼者，这次是给妈妈买的，手机性价比高，唯一可以挑剔的就是客服售后什么的，一个问题得照一天时间去问，希望改进，可以配的上这个牌子。	负面
562	老顾客了，一个企业能做到让一个家庭全家都用上他的手机，那这个企业应该是成功的吧	正面
563	之前就买过一个  这个价位很不错了，游戏视频运行起来都还行 除了小米通病爱发热  还是挺耐用的	正面
564	宝贝已收到，就是电话卡还没换成小卡 装不上，待用后追评	正面
565	给丈母娘买的！	正面
566	一直支持小米	正面
567	快递速度还可以。	正面
568	给老妈买的、让她用一段时间在看、现在还可以吧	正面
569	宝贝刚收到还没用看起来还可以没开机的手机确实不错登用哈了在追评	正面
570	宝贝和好	正面
571	性价比很高，买两个了	正面
572	给婆婆买的，字体可以调大，很不错，老人家用起来很方便！速度也很快！到时视频特别方便！赞！物美价廉！我也是小米控啦，一直买的小米手机！	正面
573	给爷爷奶奶买的 性价比很高 可以调成老年模式 教了两次 已经可以独立打电话 接微信视频了 字体也很大 适合老年人使用	正面
574	试用中，老年人使用，配置足够了	正面
575	很快收到，老人用了几天，没有什么问题	负面
576	不错，对得起这个价格。	正面
577	手机挺不错，老爸挺喜欢。	正面
578	此用户没有填写评论!	正面
579	手机不错，老年人用	正面
580	此用户没有填写评论!	正面
581	给妈妈买的，让她先学会，开开微信，打个电话	正面
582	给妈妈买的，她说挺好用的。另外，这个手机字比一般手机也大，适合老年人用	负面
583	这次给我妈买的手机，运行流畅，大小合适，性价比高，满意。	正面
584	此用户没有填写评论!	正面
585	老米粉啦，一直喜欢用小米，给婆婆的，说很好用。	正面
586	给爸爸买的，很好用	正面
587	好，我非常满意，小米手机一直物美价廉，非常耐用，就是有一点瑕疵的地方就是，像素不太好	正面
588	买给老爸的，他挺喜欢	正面
589	拍照效果很好，人像效果也很好 信号给很足 续航能力很强 音质比较好 充电速度一般 物流很快	正面
590	卖家描述的一致，包装仔细严实，拆开包装一看，手机完好无损。手机做工精细，开机试用了一下，系统挺流畅的，运行软件一点也不卡，手机信号挺强的，通话非常清晰。非常满意的一次网购，	正面
591	还可以吧	正面
592	真心不错 性价比挺高 机身很轻	正面
593	老妈用着很好，质量也不错！	正面
594	物有所值。	正面
595	手机太卡了，刚买回来就这样以后怎么用啊，申请了退货退款商家迟迟不给处理是什么意思啊，这样拖着干嘛啊，不要耽搁大家时间好吗？赶紧处理	负面
596	非常不错的手机，外观手感都挺好	正面
597	指示灯不会亮  虽说小毛病  但是买的新的就有问题 售后竟然不会修   让我寄回去修 极速退款仅限会员   没那么多钱再拍一个了   等邮回修修再回来也不知道几天了  售后不怎么样    倒是我不打算解决问题了申请退款以后   天天给我打电话让我撤销  哈哈哈哈哈哈哈哈哈  手机还可以  我买的大内存  够我爷爷玩个微信了	负面
598	给爸爸买的看着还可以，比实体店便宜	正面
599	给母亲买的，看着不错，使用感受以后追评，快递用的邮政，效率不高。	正面
600	一如既往~~值得拥有~~！	正面
601	卡得不行，新的都卡死机，太烂了，后悔买了。我一般很少给差评，但是，这个手机真的是卡死机	负面
602	挺满意的，给老人用很合适	正面
603	em，刚拿到东西还没怎么用先不评价，之后用过再追评吧	正面
604	物流师傅辛苦了，很感动，晚上9点了还在送快递	正面
605	给妈妈买的，平时看个微信看个电视，够用了	正面
606	给妈妈用的，挺不错的	正面
607	此用户没有填写评论!	正面
608	总之一句话，物美价廉，难怪销量这么高	正面
609	买给家里老太太的 目前没有什么问题 就是电池有点不耐用 前一天买的599第二天549 果断退了重新拍了一个 会在追平的	负面
610	宝贝已收到，送给妈妈的手机。我试用了一下，感觉还不错，内存足够妈妈他们用了，之前那个手机内存太小总是卡顿，妈妈想看电视总是下载不了多少，这部手机比之前的空间大多了。外形也不错不大不小很适合妈妈。好评！	负面
611	拿回来用了几天感觉一般般，就用了几天而已居然偶尔就会有点卡，买来是给老爸用的，老爸感觉屏幕小，拍照不清晰，拍出来的照片质感不好，老年人用着也就打打电话，看看电视玩玩微信，手机软件多了手机用这也卡，用这也就那样，一分钱一分货，说实话用过之后不推荐大家买，使用的总体感觉.......	负面
612	质量值得信赖性价比挺高的手机非常好，视频够清晰，声音也很大，，大小也合适 板厚度也可以。满意的 清晰度高，玩游戏，一点不卡，运行内存顺畅。完全对得起这个价格。我选择了这个手机练小号用，主要图便宜。家里人一直都有人用小米的手机，质量完全靠得住，清晰度，拍照都挺好。小米的质量和品牌，	正面
613	还可以比较500多	正面
614	小米手机老爸特别满意，我小米4依旧坚挺	正面
615	物流很快，手机挺好的，非常满足我的需求	正面
616	小巧玲珑，反应挺快的，到货更快，感觉第二天就到了哈哈?支持小米	正面
617	手机不错，给妈妈买的，还行，这个价格划算。用起来正正好，可以满足日常微信聊天，一直支持小米	正面
618	像素略差。比不了苹果的八百万像素，不过老人用的也还可以，下单第二天就收到了物流很快，手感大小也很合适方便拿，反应速度也很快，OV绝对不买，所以一开始在华为魅族小米之间考虑了很久，在相同配置下小米的性价比比较高，价格比较实惠。有不会的地方问客服也很认真负责，其实小米还是适合线上，线下这个价格中间商没得赚，比不了其他。	负面
619	帮同事买的，他感觉用着还不错，基本上给家里老人用没什么大问题	正面
620	此用户没有填写评论!	正面
621	一直都是用的小米，给身边的朋友也是推荐的小米，因为手机真的很好用	正面
622	老人用挺好的	正面
623	便宜好用。给长辈买的！	正面
624	挺好的  感觉不错	正面
625	老人家很适合用	正面
626	挺漂亮的一款手机！实惠！给老妈用挺合适的！	正面
627	买给妈妈用的，挺好的，有极简页面，老人用起来很方便。	正面
628	小米还是性价比很高的，支持	正面
629	用着还行吧	正面
630	手机很好用，运行流畅！手机轻轻的  老爸用的大小刚刚好	正面
631	给老妈买的，说是不错，那就给个好评吧，支持国产。	正面
632	妈妈用起来很好 ，样子也好看 忠实米粉，从用智能手机就是小米	正面
633	手机很不错，网速也挺快。一直支持小米	正面
634	东西给别人买的，用了一段时间，不错，没什么问题。	正面
635	我觉得OK，给我妈买来练习智能机的	正面
636	帮老爸买的。很好用！老人家开心就好。	正面
637	小米手机，手机界的良心产品，我们全家都用小米机，支持	正面
638	给婆婆买的，还没用，自己也没看到实物，等用了再追评。	正面
639	东西好看，妈妈用的开心?	正面
640	颜色很好看，性能不错	正面
641	性价比杠杠的，忠实米粉!	正面
642	手机不错，给老妈买的，打打电话发发微信还是可以的，便宜划算	正面
643	手机很好，	正面
644	给爸买的，性价比比较高，相信小米的品质。?当大家看到我的这一篇评价时，表示我对产品是认可的，尽管我此刻的评论是复制黏贴的。这一方面是为了肯定商家的服务，另一方面是为了节省自己的时间，因为差评我会直接说为什么的。所以大家就当作是产品质量合格的意思来看就行了。最后祝店家越做越好，大家幸福平安，中华民族繁荣昌盛	负面
645	还不错，性能挺好，不大不小，蛮喜欢的	正面
646	手机特意用一段时间才来评价的，老公说非常好用，很顺手，放歌听音质也好！而且价格非常便宜	正面
647	用惯了华为，老人家都嫌这个慢	正面
648	非常棒！谢谢！	正面
649	给家里老人买的，收到要出差来不及拿回去，我自己先用用看，软件很多，新机也快，目前好评	正面
650	宝贝收到了，字体可以变换，买给妈妈的，很喜欢	正面
651	很满意，价格实惠，质量手感都很好，运行也快，屏幕清晰，	正面
652	给爷爷买的，很满意的一次购物。挺好用的，性价比很好	正面
653	很不错的。婆婆喜欢，反应快的啊	正面
654	都很好，手机喜欢很好	正面
655	发的顺丰物流，很满意，很快。机子正品未开封，好评	正面
656	速度快，隔天就收到货了，手机挺好用的，家里人很喜欢。	正面
657	还可以吧	正面
658	很好，物流超快	正面
659	哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈何必干脆就你那里聚餐费甘苦与共宝宝健康就好虚惊一场有促销呀恭喜恭喜消息称尝尝尝尝尝尝尝尝尝粗粗粗粗郁郁	正面
660	好，快递慢了	正面
661	性价比很高的一款手机。像素不错用着很舒服。好评！！！	正面
662	电量够用，大小合适	正面
663	小米产品，我信赖，	正面
664	妈妈很喜欢	正面
665	买给老爸的，很好用	正面
666	外观大气，包装也很好，挺实用的，买了好几个了，妈妈，婆婆，妹妹的公婆，人手一个，老年人用的软件少，内存完全ok，快递给力，发货速度也很快，推荐购买	正面
667	此用户没有填写评论!	正面
668	买给妈妈用的 目前用得可以的	负面
669	给妈妈买的生日礼物  看她挺喜欢的  用着还不错  她说好用  我就放心了   手机大小刚刚好  她就喜欢这样的  卖家态度还不错	正面
670	给老妈用，目前还刚用 还是不错的。	正面
671	挺好，就是相素不行	负面
672	特别轻，塑料手感。还是容易发热，买给老爸用的，操作简单，整体还是蛮不错	正面
673	手机机身小巧，配置合理，选小米选对啦！	正面
674	快递挺快的，手机买给妈妈的，挺好的，这个价钱可以说性价比很高了，比杂牌子的手机强多了。	负面
675	包装太简陋了	正面
676	好评 给我妈买的	正面
677	东西很不错，一直都是高性价比	正面
678	送亲人的，大品牌值得信赖，非常非常好	正面
679	提前送给婆婆节日礼物?，婆婆非常喜欢。	正面
680	给老妈买的 可以 老人家用正好 我试了一下 机子反应挺快的 很满意 满意 像素也还可以 给老人买值得。颜值也不错	正面
681	给我爸爸买的，还可以吧	正面
682	质量运行没得讲，好好	正面
683	还可以，满意	正面
684	帮爸爸买的，感觉挺不错的，价格也很划算，性能方便可能还要再使用一段时间知道，第一次买小米手机，初使用不错的。	正面
685	给老妈用，她很喜欢	正面
686	第二次又帮朋友的老人买了一台，手机手感挺好，电池耐用，老人挺喜欢的。	正面
687	给爸爸买的，暂时挺好的相信也挺好的	正面
688	手机好用，物超所值	正面
689	性价比超高	正面
690	手机不错，叔叔很喜欢，很流畅	正面
691	老人用足够了 估计用个一年肯定还要换 年轻人不建议买低配的	负面
692	买了七八台了&hellip;&hellip;买了公司打电话的	正面
693	给老人买的，字体很保护眼睛，小米客服态度也不错，好评	正面
694	好用 性能好 很喜欢	正面
695	帮同事买的，同事很喜欢，买时一眼就相中了！同事用着很顺手！好评	正面
696	老年人用挺不错的	正面
697	刚收到货就降价50，这东西真不值。	负面
698	手机质量很好，爸爸很喜欢，下次还会再来	正面
699	第二次买了。之前给老妈买的，邻居觉得挺好让给买一个，用了一段时间才来评论，五分好评请收下	正面
700	很好    很好用    手感很好    用段时间看看	正面
701	还是有点卡，用了几天	负面
702	此用户没有填写评论!	正面
